Renda familiar - per capita - média
Sigla;Código;Município;1970;1980;1991;
PR;4110607;Iporã;0,3;0,81;0,7;
PR;4110656;Iracema do Oeste;;;;
PR;4110706;Irati;0,53;1,04;0,82;
PR;4110805;Iretama;0,26;0,59;0,53;
PR;4110904;Itaguajé;0,34;0,67;0,73;
PR;4110953;Itaipulândia;;;;
PR;4111001;Itambaracá;0,38;0,69;0,8;
PR;4111100;Itambé;0,28;1,38;0,89;
PR;4111209;Itapejara d'Oeste;0,36;1,06;0,73;
PR;4111258;Itaperuçu;;;;
PR;4111308;Itaúna do Sul;0,23;0,72;0,59;
PR;4111407;Ivaí;0,27;0,64;0,54;
PR;4111506;Ivaiporã;0,39;0,79;0,76;
PR;4111555;Ivaté;;;;
PR;4111605;Ivatuba;0,29;1,48;1,84;
PR;4111704;Jaboti;0,22;0,59;0,46;
PR;4111803;Jacarezinho;0,56;1,17;1,15;
PR;4111902;Jaguapitã;0,4;0,84;1;
PR;4112009;Jaguariaíva;0,52;0,96;1,12;
PR;4112108;Jandaia do Sul;0,55;1,2;1,18;
PR;4112207;Janiópolis;0,32;0,6;0,93;
PR;4112306;Japira;0,26;0,6;0,5;
PR;4112405;Japurá;0,38;0,74;0,7;
PR;4112504;Jardim Alegre;0,25;0,61;0,59;
PR;4112603;Jardim Olinda;0,26;0,66;0,61;
PR;4112702;Jataizinho;0,44;1,09;1,25;
PR;4112751;Jesuítas;;;0,68;
PR;4112801;Joaquim Távora;0,36;1,13;0,8;
PR;4112900;Jundiaí do Sul;0,31;1,14;0,72;
PR;4112959;Juranda;;;0,96;
PR;4113007;Jussara;0,41;0,87;0,9;
PR;4113106;Kaloré;0,39;0,77;0,88;
PR;4113205;Lapa;0,43;0,95;0,83;
PR;4113254;Laranjal;;;;
PR;4113304;Laranjeiras do Sul;0,39;0,96;0,74;
PR;4113403;Leópolis;0,35;0,88;0,76;
PR;4113429;Lidianópolis;;;;
PR;4113452;Lindoeste;;;0,5;
PR;4113502;Loanda;0,44;1,18;1,11;
PR;4113601;Lobato;0,32;1,07;1,24;
PR;4113700;Londrina;0,86;1,89;1,87;
PR;4113734;Luiziana;;;0,67;
PR;4113759;Lunardelli;;;0,55;
PR;4113809;Lupionópolis;0,4;0,77;0,66;
PR;4113908;Mallet;0,43;0,68;0,72;
PR;4114005;Mamborê;0,29;1,11;1,1;
PR;4114104;Mandaguaçu;0,49;0,93;1,05;
PR;4114203;Mandaguari;0,51;1,06;1,09;
PR;4114302;Mandirituba;0,35;0,81;0,91;
PR;4114351;Manfrinópolis;;;;
PR;4114401;Mangueirinha;0,26;0,62;0,49;
PR;4114500;Manoel Ribas;0,44;0,65;0,75;
PR;4114609;Marechal Cândido Rondon;0,48;1,43;1,18;
PR;4114708;Maria Helena;0,32;0,65;0,57;
PR;4114807;Marialva;0,37;1,1;1,29;
PR;4114906;Marilândia do Sul;0,39;0,71;0,74;
PR;4115002;Marilena;0,27;0,78;0,57;
PR;4115101;Mariluz;0,31;0,75;0,74;
PR;4115200;Maringá;0,81;1,81;1,86;
PR;4115309;Mariópolis;0,29;1,27;0,65;
PR;4115358;Maripá;;;;
PR;4115408;Marmeleiro;0,29;0,86;0,68;
PR;4115457;Marquinho;;;;
PR;4115507;Marumbi;0,33;2,18;0,78;
PR;4115606;Matelândia;0,29;0,72;0,79;
PR;4115705;Matinhos;0,77;1,24;1,33;
PR;4115739;Mato Rico;;;;
PR;4115754;Mauá da Serra;;;;
PR;4115804;Medianeira;0,4;1,38;1,22;
PR;4115853;Mercedes;;;;
PR;4115903;Mirador;0,28;0,59;0,58;
PR;4116000;Miraselva;0,37;0,81;0,64;
PR;4116059;Missal;;;1,04;
PR;4116109;Moreira Sales;0,26;0,79;0,69;
PR;4116208;Morretes;0,49;1,01;0,92;
PR;4116307;Munhoz de Melo;0,32;0,6;0,66;
PR;4116406;Nossa Senhora das Graças;0,31;1,11;0,78;
PR;4116505;Nova Aliança do Ivaí;0,3;0,57;0,57;
PR;4116604;Nova América da Colina;0,3;0,71;0,56;
PR;4116703;Nova Aurora;0,26;1,07;0,8;
PR;4116802;Nova Cantu;0,32;0,69;0,76;
PR;4116901;Nova Esperança;0,44;1,23;1,13;
PR;4116950;Nova Esperança do Sudoeste;;;;
PR;4117008;Nova Fátima;0,36;0,86;1,08;
PR;4117057;Nova Laranjeiras;;;;
PR;4117107;Nova Londrina;0,49;1,5;1,11;
PR;4117206;Nova Olímpia;0,24;0,68;0,85;
PR;4117214;Nova Santa Bárbara;;;;
PR;4117222;Nova Santa Rosa;;1,26;1,02;
PR;4117255;Nova Prata do Iguaçu;;;0,71;
PR;4117271;Nova Tebas;;;0,35;
PR;4117297;Novo Itacolomi;;;;
PR;4117305;Ortigueira;0,29;0,61;0,49;
PR;4117404;Ourizona;0,31;1,05;1,19;
PR;4117453;Ouro Verde do Oeste;;;0,77;
PR;4117503;Paiçandu;0,37;0,99;0,76;
PR;4117602;Palmas;0,5;1,14;0,92;
PR;4117701;Palmeira;0,51;1,27;1,01;
PR;4117800;Palmital;0,28;0,58;0,45;
PR;4117909;Palotina;0,38;2,19;1,32;
PR;4118006;Paraíso do Norte;0,36;1,22;0,96;
PR;4118105;Paranacity;0,34;0,89;0,84;
PR;4118204;Paranaguá;0,75;1,38;1,28;
PR;4118303;Paranapoema;0,31;0,59;0,57;
PR;4118402;Paranavaí;0,65;1,59;1,32;
PR;4118451;Pato Bragado;;;;
PR;4118501;Pato Branco;0,53;1,42;1,44;
PR;4118600;Paula Freitas;0,3;0,57;0,51;
PR;4118709;Paulo Frontin;0,31;0,54;0,91;
PR;4118808;Peabiru;0,4;1,1;0,79;
PR;4118857;Perobal;;;;
PR;4118907;Pérola;0,38;0,7;0,74;
PR;4119004;Pérola d'Oeste;0,23;0,76;0,75;
PR;4119103;Piên;0,41;0,71;0,73;
PR;4119152;Pinhais;;;;
PR;4119202;Pinhalão;0,3;0,65;0,63;
PR;4119251;Pinhal de São Bento;;;;
PR;4119301;Pinhão;0,33;0,79;0,78;
PR;4119400;Piraí do Sul;0,43;0,87;0,82;
PR;4119509;Piraquara;0,57;1,05;1,21;
PR;4119608;Pitanga;0,27;0,57;0,61;
PR;4119657;Pitangueiras;;;;
PR;4119707;Planaltina do Paraná;0,31;0,81;0,89;
PR;4119806;Planalto;0,3;0,75;0,59;
PR;4119905;Ponta Grossa;0,82;1,66;1,33;
PR;4119954;Pontal do Paraná;;;;
PR;4120002;Porecatu;0,41;1,12;1,02;
PR;4120101;Porto Amazonas;0,48;0,83;0,6;
PR;4120150;Porto Barreiro;;;;
PR;4120200;Porto Rico;0,53;0,5;0,62;
PR;4120309;Porto Vitória;0,35;1,18;0,76;
PR;4120333;Prado Ferreira;;;;
PR;4120358;Pranchita;;;0,76;
PR;4120408;Presidente Castelo Branco;0,21;0,62;0,69;
PR;4120507;Primeiro de Maio;0,31;0,92;0,8;
PR;4120606;Prudentópolis;0,36;0,79;0,54;
PR;4120655;Quarto Centenário;;;;
PR;4120705;Quatiguá;0,36;0,99;0,91;
PR;4120804;Quatro Barras;0,52;1,42;1,25;
PR;4120853;Quatro Pontes;;;;
PR;4120903;Quedas do Iguaçu;0,4;0,85;0,6;
PR;4121000;Querência do Norte;0,25;1,08;0,79;
PR;4121109;Quinta do Sol;0,33;1,07;0,77;
PR;4121208;Quitandinha;0,3;0,58;0,54;
PR;4121257;Ramilândia;;;;
PR;4121307;Rancho Alegre;0,36;1,17;0,78;
PR;4121356;Rancho Alegre D'Oeste;;;;
PR;4121406;Realeza;0,34;1,08;0,97;
PR;4121505;Rebouças;0,33;0,67;0,52;
PR;4121604;Renascença;0,27;0,91;0,95;
PR;4121703;Reserva;0,37;0,67;0,48;
PR;4121752;Reserva do Iguaçu;;;;
PR;4121802;Ribeirão Claro;0,4;0,89;0,87;
PR;4121901;Ribeirão do Pinhal;0,34;0,92;0,71;
PR;4122008;Rio Azul;0,33;0,68;0,62;
PR;4122107;Rio Bom;0,37;0,56;0,6;
PR;4122156;Rio Bonito do Iguaçu;;;;
PR;4122172;Rio Branco do Ivaí;;;;
PR;4122206;Rio Branco do Sul;0,38;0,68;0,69;
PR;4122305;Rio Negro;0,69;1,2;1,17;
PR;4122404;Rolândia;0,57;1,16;1,24;
PR;4122503;Roncador;0,24;0,64;0,6;
PR;4122602;Rondon;0,34;0,74;0,76;
PR;4122651;Rosário do Ivaí;;;0,51;
PR;4122701;Sabáudia;0,22;0,77;0,81;
PR;4122800;Salgado Filho;0,21;0,72;0,46;
PR;4122909;Salto do Itararé;0,28;0,67;0,46;
PR;4123006;Salto do Lontra;0,24;0,83;0,51;
PR;4123105;Santa Amélia;0,4;0,81;0,96;
PR;4123204;Santa Cecília do Pavão;0,24;0,93;0,75;
PR;4123303;Santa Cruz de Monte Castelo;0,29;0,77;0,7;
PR;4123402;Santa Fé;0,36;1,46;0,99;
PR;4123501;Santa Helena;0,35;0,89;1,04;
PR;4123600;Santa Inês;0,23;0,55;0,72;
PR;4123709;Santa Isabel do Ivaí;0,35;0,73;0,65;
PR;4123808;Santa Izabel do Oeste;0,24;0,74;0,59;
PR;4123824;Santa Lúcia;;;;
PR;4123857;Santa Maria do Oeste;;;;
PR;4123907;Santa Mariana;0,38;0,98;0,98;
PR;4123956;Santa Mônica;;;;
PR;4124004;Santana do Itararé;0,26;0,76;0,68;
PR;4124020;Santa Tereza do Oeste;;;0,75;
PR;4124053;Santa Terezinha de Itaipu;;;1,1;
PR;4124103;Santo Antônio da Platina;0,41;1,02;0,95;
PR;4124202;Santo Antônio do Caiuá;0,26;0,89;0,75;
PR;4124301;Santo Antônio do Paraíso;0,24;0,56;0,73;
PR;4124400;Santo Antônio do Sudoeste;0,21;0,8;0,56;
PR;4124509;Santo Inácio;0,32;0,9;0,94;
PR;4124608;São Carlos do Ivaí;0,29;0,7;2,03;
PR;4124707;São Jerônimo da Serra;0,27;0,7;0,52;
PR;4124806;São João;0,3;1,05;0,57;
PR;4124905;São João do Caiuá;0,38;0,82;0,76;
PR;4125001;São João do Ivaí;0,31;0,84;0,9;
PR;4125100;São João do Triunfo;0,26;0,52;0,48;
PR;4125209;São Jorge d'Oeste;0,26;1,26;0,56;
PR;4125308;São Jorge do Ivaí;0,37;1,26;1,1;
PR;4125357;São Jorge do Patrocínio;;;0,42;
PR;4125407;São José da Boa Vista;0,27;1,1;0,78;
PR;4125456;São José das Palmeiras;;;0,73;
PR;4125506;São José dos Pinhais;0,66;1,35;1,32;
PR;4125555;São Manoel do Paraná;;;;
PR;4125605;São Mateus do Sul;0,43;0,94;0,84;
PR;4125704;São Miguel do Iguaçu;0,33;1;1,1;
PR;4125753;São Pedro do Iguaçu;;;;
PR;4125803;São Pedro do Ivaí;0,34;1,16;0,84;
PR;4125902;São Pedro do Paraná;0,31;0,63;0,53;
PR;4126009;São Sebastião da Amoreira;0,38;1,44;0,77;
PR;4126108;São Tomé;0,5;0,64;0,78;
PR;4126207;Sapopema;0,29;0,63;0,51;
PR;4126256;Sarandi;;;0,82;
PR;4126272;Saudade do Iguaçu;;;;
PR;4126306;Sengés;0,37;0,84;0,77;
PR;4126355;Serranópolis do Iguaçu;;;;
PR;4126405;Sertaneja;0,39;1,45;1,45;
PR;4126504;Sertanópolis;0,37;1,1;1,29;
PR;4126603;Siqueira Campos;0,36;0,93;0,87;
PR;4126652;Sulina;;;0,43;
PR;4126678;Tamarana;;;;
PR;4126702;Tamboara;0,3;0,66;0,61;
PR;4126801;Tapejara;0,27;0,7;0,79;
PR;4126900;Tapira;0,21;0,74;0,55;
PR;4127007;Teixeira Soares;0,36;0,58;0,69;
PR;4127106;Telêmaco Borba;0,63;1,35;1,15;
PR;4127205;Terra Boa;0,57;0,81;0,72;
PR;4127304;Terra Rica;0,34;1,04;1,15;
PR;4127403;Terra Roxa;0,29;0,9;0,65;
PR;4127502;Tibagi;0,43;0,76;0,56;
PR;4127601;Tijucas do Sul;0,27;0,7;0,72;
PR;4127700;Toledo;0,48;1,44;1,3;
PR;4127809;Tomazina;0,28;0,65;0,67;
PR;4127858;Três Barras do Paraná;;;0,66;
PR;4127882;Tunas do Paraná;;;;
PR;4127908;Tuneiras do Oeste;0,28;0,65;0,56;
PR;4127957;Tupãssi;;;0,8;
PR;4127965;Turvo;;;0,7;
PR;4128005;Ubiratã;0,32;1,12;1,09;
PR;4128104;Umuarama;0,41;1,07;1,18;
PR;4128203;União da Vitória;0,62;1,32;1,03;
PR;4128302;Uniflor;0,33;0,72;0,82;
PR;4128401;Uraí;0,43;1,24;1,17;
PR;4128500;Wenceslau Braz;0,41;0,84;0,86;
PR;4128534;Ventania;;;;
PR;4128559;Vera Cruz do Oeste;;;0,84;
PR;4128609;Verê;0,31;0,71;0,52;
PR;4128625;Vila Alta;;;;
PR;4128633;Doutor Ulysses;;;;
PR;4128658;Virmond;;;;
PR;4128708;Vitorino;0,42;1,03;0,96;
PR;4128807;Xambrê;0,26;0,74;0,53;
PR;4199919;Assunguy de Cima;;;;
PR;4199929;Conchas;;;;
PR;4199939;Palmira;;;;
PR;4199949;Porto de Cima;;;;
RJ;3300100;Angra dos Reis;0,74;1,74;1,16;
RJ;3300159;Aperibé;;;;
RJ;3300209;Araruama;0,9;1,06;0,91;
RJ;3300225;Areal;;;;
RJ;3300233;Armação dos Búzios;;;;
RJ;3300258;Arraial do Cabo;;;1,15;
RJ;3300308;Barra do Piraí;2,28;1,5;1,17;
RJ;3300407;Barra Mansa;1,79;1,51;1,14;
RJ;3300456;Belford Roxo;;;;
RJ;3300506;Bom Jardim;1,86;0,88;1,01;
RJ;3300605;Bom Jesus do Itabapoana;0,64;1,06;0,8;
RJ;3300704;Cabo Frio;0,85;1,44;1,19;
RJ;3300803;Cachoeiras de Macacu;0,91;0,92;0,79;
RJ;3300902;Cambuci;0,73;0,75;0,86;
RJ;3300936;Carapebus;;;;
RJ;3300951;Comendador Levy Gasparian;;;;
RJ;3301009;Campos dos Goytacazes;1,21;1,14;1,07;
RJ;3301108;Cantagalo;1,48;1,15;0,98;
RJ;3301157;Cardoso Moreira;;;;
RJ;3301207;Carmo;0,87;1,07;0,88;
RJ;3301306;Casimiro de Abreu;0,74;1;0,99;
RJ;3301405;Conceição de Macabu;1,79;0,94;0,83;
RJ;3301504;Cordeiro;2,28;1,17;1,11;
RJ;3301603;Duas Barras;0,45;0,8;0,73;
RJ;3301702;Duque de Caxias;0,82;1,22;1;
RJ;3301801;Engenheiro Paulo de Frontin;1,39;0,99;0,83;
RJ;3301850;Guapimirim;;;;
RJ;3301876;Iguaba Grande;;;;
RJ;3301900;Itaboraí;0,74;0,85;0,79;
RJ;3302007;Itaguaí;0,92;1,22;0,91;
RJ;3302056;Italva;;;0,81;
RJ;3302106;Itaocara;1,87;0,96;0,85;
RJ;3302205;Itaperuna;0,52;1,08;1,2;
RJ;3302254;Itatiaia;;;1,41;
RJ;3302270;Japeri;;;;
RJ;3302304;Laje do Muriaé;0,35;0,6;0,62;
RJ;3302403;Macaé;1,95;1,32;1,59;
RJ;3302452;Macuco;;;;
RJ;3302502;Magé;1,06;0,99;0,78;
RJ;3302601;Mangaratiba;0,89;1,34;1,1;
RJ;3302700;Maricá;0,87;1,11;1,19;
RJ;3302809;Mendes;1,42;1,12;0,98;
RJ;3302858;Mesquita;;;;
RJ;3302908;Miguel Pereira;1,11;1,39;1,26;
RJ;3303005;Miracema;1,05;1;0,85;
RJ;3303104;Natividade;0,7;0,92;0,81;
RJ;3303203;Nilópolis;0,89;1,47;1,22;
RJ;3303302;Niterói;1,64;3,57;3,19;
RJ;3303401;Nova Friburgo;1,21;1,65;1,55;
RJ;3303500;Nova Iguaçu;0,85;1,15;0,89;
RJ;3303609;Paracambi;0,58;1,08;0,9;
RJ;3303708;Paraíba do Sul;2,18;1,15;0,96;
RJ;3303807;Parati;0,71;1,39;1,08;
RJ;3303856;Paty do Alferes;;;0,88;
RJ;3303906;Petrópolis;1,77;1,87;1,63;
RJ;3303955;Pinheiral;;;;
RJ;3304003;Piraí;1,24;1,22;1,01;
RJ;3304102;Porciúncula;0,66;0,92;0,89;
RJ;3304110;Porto Real;;;;
RJ;3304128;Quatis;;;;
RJ;3304144;Queimados;;;;
RJ;3304151;Quissamã;;;0,67;
RJ;3304201;Resende;2,33;1,68;1,39;
RJ;3304300;Rio Bonito;0,96;1,25;0,95;
RJ;3304409;Rio Claro;0,47;0,92;0,85;
RJ;3304508;Rio das Flores;1,67;1,55;1,07;
RJ;3304524;Rio das Ostras;;;;
RJ;3304557;Rio de Janeiro;1,29;3,28;2,56;
RJ;3304607;Santa Maria Madalena;1,61;0,79;0,64;
RJ;3304706;Santo Antônio de Pádua;0,91;1,01;0,87;
RJ;3304755;São Francisco de Itabapoana;;;;
RJ;3304805;São Fidélis;1,24;0,81;0,81;
RJ;3304904;São Gonçalo;0,79;1,38;1,14;
RJ;3305000;São João da Barra;1,21;0,62;0,57;
RJ;3305109;São João de Meriti;0,8;1,25;0,96;
RJ;3305133;São José de Ubá;;;;
RJ;3305158;São José do Vale do Rio Preto;;;0,76;
RJ;3305208;São Pedro da Aldeia;0,67;1,1;0,9;
RJ;3305307;São Sebastião do Alto;1,44;0,86;0,69;
RJ;3305406;Sapucaia;2,12;0,99;0,87;
RJ;3305505;Saquarema;0,63;0,92;0,9;
RJ;3305554;Seropédica;;;;
RJ;3305604;Silva Jardim;0,79;0,67;0,6;
RJ;3305703;Sumidouro;2,36;0,96;0,93;
RJ;3305752;Tanguá;;;;
RJ;3305802;Teresópolis;1,38;1,61;1,33;
RJ;3305901;Trajano de Morais;1,59;0,74;0,61;
RJ;3306008;Três Rios;1,99;1,4;0,95;
RJ;3306107;Valença;2,29;1,37;1,14;
RJ;3306156;Varre-Sai;;;;
RJ;3306206;Vassouras;0,87;1,06;1,14;
RJ;3306305;Volta Redonda;1,11;2,16;1,4;
RJ;3399919;Sâo João Marcos;;;;
RJ;3399929;São Sebastião do Parahyba;;;;
RN;2400109;Acari;0,18;0,48;0,51;
RN;2400208;Açu;0,27;0,6;0,58;
RN;2400307;Afonso Bezerra;0,2;0,3;0,31;
RN;2400406;Água Nova;0,23;0,21;0,37;
RN;2400505;Alexandria;0,16;0,43;0,42;
RN;2400604;Almino Afonso;0,13;0,3;0,38;
RN;2400703;Alto do Rodrigues;0,14;0,36;0,39;
RN;2400802;Angicos;0,2;0,42;0,36;
RN;2400901;Antônio Martins;0,08;0,16;0,35;
RN;2401008;Apodi;0,12;0,4;0,41;
RN;2401107;Areia Branca;0,27;0,66;0,55;
RN;2401206;Arês;0,17;0,4;0,37;
RN;2401305;Augusto Severo;0,11;0,35;0,27;
RN;2401404;Baía Formosa;0,18;0,46;0,39;
RN;2401453;Baraúna;;;0,37;
RN;2401503;Barcelona;0,15;0,35;0,28;
RN;2401602;Bento Fernandes;0,13;0,37;0,23;
RN;2401651;Bodó;;;;
RN;2401701;Bom Jesus;0,16;0,4;0,35;
RN;2401800;Brejinho;0,16;0,37;0,33;
RN;2401859;Caiçara do Norte;;;;
RN;2401909;Caiçara do Rio do Vento;0,15;0,33;0,23;
RN;2402006;Caicó;0,3;0,74;0,81;
RN;2402105;Campo Redondo;0,11;0,25;0,33;
RN;2402204;Canguaretama;0,17;0,45;0,34;
RN;2402303;Caraúbas;0,15;0,46;0,33;
RN;2402402;Carnaúba dos Dantas;0,18;0,56;0,47;
RN;2402501;Carnaubais;0,18;0,3;0,41;
RN;2402600;Ceará-Mirim;0,22;0,48;0,42;
RN;2402709;Cerro Corá;0,15;0,34;0,27;
RN;2402808;Coronel Ezequiel;0,09;0,24;0,25;
RN;2402907;Coronel João Pessoa;0,13;0,18;0,22;
RN;2403004;Cruzeta;0,18;0,42;0,56;
RN;2403103;Currais Novos;0,28;0,72;0,7;
RN;2403202;Doutor Severiano;0,17;0,16;0,24;
RN;2403251;Parnamirim;0,44;0,83;0,84;
RN;2403301;Encanto;0,13;0,25;0,32;
RN;2403400;Equador;0,15;0,49;0,36;
RN;2403509;Espírito Santo;0,13;0,41;0,27;
RN;2403608;Extremoz;0,17;0,42;0,46;
RN;2403707;Felipe Guerra;0,11;0,39;0,41;
RN;2403756;Fernando Pedroza;;;;
RN;2403806;Florânia;0,16;0,33;0,31;
RN;2403905;Francisco Dantas;0,14;0,23;0,29;
RN;2404002;Frutuoso Gomes;0,1;0,25;0,39;
RN;2404101;Galinhos;0,15;0,32;0,35;
RN;2404200;Goianinha;0,17;0,42;0,42;
RN;2404309;Governador Dix-Sept Rosado;0,15;0,34;0,42;
RN;2404408;Grossos;0,19;0,43;0,38;
RN;2404507;Guamaré;0,19;0,37;0,45;
RN;2404606;Ielmo Marinho;0,15;0,44;0,31;
RN;2404705;Ipanguaçu;0,14;0,38;0,29;
RN;2404804;Ipueira;0,16;0,41;0,52;
RN;2404853;Itajá;;;;
RN;2404903;Itaú;0,18;0,53;0,43;
RN;2405009;Jaçanã;0,12;0,42;0,33;
RN;2405108;Jandaíra;0,16;0,41;0,28;
RN;2405207;Janduís;0,19;0,31;0,33;
RN;2405306;Januário Cicco;0,15;0,35;0,33;
RN;2405405;Japi;0,11;0,31;0,28;
RN;2405504;Jardim de Angicos;0,1;0,27;0,32;
RN;2405603;Jardim de Piranhas;0,12;0,46;0,59;
RN;2405702;Jardim do Seridó;0,23;0,65;0,55;
RN;2405801;João Câmara;0,21;0,51;0,4;
RN;2405900;João Dias;0,11;0,17;0,29;
RN;2406007;José da Penha;0,15;0,22;0,27;
RN;2406106;Jucurutu;0,12;0,42;0,4;
RN;2406155;Jundiá;;;;
RN;2406205;Lagoa d'Anta;0,1;0,48;0,27;
RN;2406304;Lagoa de Pedras;0,08;0,42;0,24;
RN;2406403;Lagoa de Velhos;0,12;0,24;0,34;
RN;2406502;Lagoa Nova;0,11;0,27;0,26;
RN;2406601;Lagoa Salgada;0,09;0,25;0,29;
RN;2406700;Lajes;0,27;0,45;0,39;
RN;2406809;Lajes Pintadas;0,11;0,18;0,27;
RN;2406908;Lucrécia;0,16;0,19;0,4;
RN;2407005;Luís Gomes;0,1;0,27;0,28;
RN;2407104;Macaíba;0,19;0,47;0,46;
RN;2407203;Macau;0,38;0,64;0,6;
RN;2407252;Major Sales;;;;
RN;2407302;Marcelino Vieira;0,15;0,24;0,23;
RN;2407401;Martins;0,17;0,35;0,32;
RN;2407500;Maxaranguape;0,17;0,32;0,41;
RN;2407609;Messias Targino;0,16;0,33;0,32;
RN;2407708;Montanhas;0,18;0,31;0,39;
RN;2407807;Monte Alegre;0,14;0,37;0,35;
RN;2407906;Monte das Gameleiras;0,11;0,27;0,29;
RN;2408003;Mossoró;0,28;0,71;0,76;
RN;2408102;Natal;0,66;1,46;1,45;
RN;2408201;Nísia Floresta;0,18;0,48;0,6;
RN;2408300;Nova Cruz;0,17;0,42;0,41;
RN;2408409;Olho-d'Água do Borges;0,13;0,36;0,35;
RN;2408508;Ouro Branco;0,16;0,36;0,43;
RN;2408607;Paraná;0,11;0,25;0,39;
RN;2408706;Paraú;0,16;0,41;0,36;
RN;2408805;Parazinho;0,15;0,37;0,24;
RN;2408904;Parelhas;0,21;0,65;0,46;
RN;2408953;Rio do Fogo;;;;
RN;2409100;Passa e Fica;0,1;0,3;0,31;
RN;2409209;Passagem;0,08;0,25;0,29;
RN;2409308;Patu;0,2;0,49;0,43;
RN;2409332;Santa Maria;;;;
RN;2409407;Pau dos Ferros;0,26;0,69;0,79;
RN;2409506;Pedra Grande;0,13;0,38;0,3;
RN;2409605;Pedra Preta;0,16;0,29;0,33;
RN;2409704;Pedro Avelino;0,19;0,32;0,32;
RN;2409803;Pedro Velho;0,13;0,35;0,39;
RN;2409902;Pendências;0,21;0,45;0,43;
RN;2410009;Pilões;0,11;0,19;0,38;
RN;2410108;Poço Branco;0,17;0,28;0,31;
RN;2410207;Portalegre;0,18;0,36;0,27;
RN;2410256;Porto do Mangue;;;;
RN;2410306;Presidente Juscelino;0,15;0,29;0,33;
RN;2410405;Pureza;0,14;0,33;0,26;
RN;2410504;Rafael Fernandes;0,16;0,38;0,41;
RN;2410603;Rafael Godeiro;0,1;0,28;0,29;
RN;2410702;Riacho da Cruz;0,12;0,43;0,31;
RN;2410801;Riacho de Santana;0,14;0,19;0,34;
RN;2410900;Riachuelo;0,15;0,34;0,24;
RN;2411007;Rodolfo Fernandes;0,14;0,39;0,27;
RN;2411056;Tibau;;;;
RN;2411106;Ruy Barbosa;0,13;0,23;0,17;
RN;2411205;Santa Cruz;0,19;0,47;0,43;
RN;2411403;Santana do Matos;0,13;0,24;0,22;
RN;2411429;Santana do Seridó;0,14;0,4;0,34;
RN;2411502;Santo Antônio;0,22;0,45;0,43;
RN;2411601;São Bento do Norte;0,11;0,39;0,3;
RN;2411700;São Bento do Trairí;0,1;0,13;0,28;
RN;2411809;São Fernando;0,16;0,49;0,41;
RN;2411908;São Francisco do Oeste;0,18;0,21;0,4;
RN;2412005;São Gonçalo do Amarante;0,16;0,49;0,49;
RN;2412104;São João do Sabugi;0,19;0,44;0,54;
RN;2412203;São José de Mipibu;0,18;0,56;0,46;
RN;2412302;São José do Campestre;0,15;0,41;0,37;
RN;2412401;São José do Seridó;0,12;0,4;0,55;
RN;2412500;São Miguel;0,15;0,37;0,33;
RN;2412559;São Miguel de Touros;;;;
RN;2412609;São Paulo do Potengi;0,14;0,47;0,34;
RN;2412708;São Pedro;0,12;0,34;0,32;
RN;2412807;São Rafael;0,17;0,3;0,32;
RN;2412906;São Tomé;0,18;0,38;0,3;
RN;2413003;São Vicente;0,12;0,32;0,38;
RN;2413102;Senador Elói de Souza;0,09;0,29;0,23;
RN;2413201;Senador Georgino Avelino;0,1;0,43;0,37;
RN;2413300;Serra de São Bento;0,11;0,28;0,18;
RN;2413359;Serra do Mel;;;0,3;
RN;2413409;Serra Negra do Norte;0,17;0,44;0,47;
RN;2413508;Serrinha;0,15;0,27;0,2;
RN;2413557;Serrinha dos Pintos;;;;
RN;2413607;Severiano Melo;0,14;0,39;0,3;
RN;2413706;Sítio Novo;0,11;0,32;0,22;
RN;2413805;Taboleiro Grande;0,12;0,27;0,37;
RN;2413904;Taipu;0,15;0,29;0,27;
RN;2414001;Tangará;0,18;0,36;0,37;
RN;2414100;Tenente Ananias;0,19;0,24;0,25;
RN;2414159;Tenente Laurentino Cruz;;;;
RN;2414209;Tibau do Sul;0,12;0,29;0,36;
RN;2414308;Timbaúba dos Batistas;0,22;0,54;0,59;
RN;2414407;Touros;0,17;0,42;0,32;
RN;2414456;Triunfo Potiguar;;;;
RN;2414506;Umarizal;0,12;0,44;0,47;
RN;2414605;Upanema;0,11;0,32;0,34;
RN;2414704;Várzea;0,11;0,33;0,32;
RN;2414753;Venha-Ver;;;;
RN;2414803;Vera Cruz;0,13;0,42;0,39;
RN;2414902;Viçosa;0,1;0,33;0,23;
RN;2415008;Vila Flor;0,11;0,33;0,35;
RO;1100015;Alta Floresta D'Oeste;;1;0,81;
RO;1100023;Ariquemes;;;0,4;
RO;1100031;Cabixi;;;0,49;
RO;1100049;Cacoal;;0,69;0,95;
RO;1100056;Cerejeiras;;;0,69;
RO;1100064;Colorado do Oeste;;;0,55;
RO;1100072;Corumbiara;;;;
RO;1100080;Costa Marques;;;0,76;
RO;1100098;Espigão D'Oeste;;;0,78;
RO;1100106;Guajará-Mirim;0,66;1,08;1,16;
RO;1100114;Jaru;;;0,68;
RO;1100122;Ji-Paraná;;0,85;0,95;
RO;1100130;Machadinho D'Oeste;;;0,71;
RO;1100148;Nova Brasilândia D'Oeste;;;0,38;
RO;1100155;Ouro Preto do Oeste;;;0,62;
RO;1100189;Pimenta Bueno;;0,82;0,79;
RO;1100205;Porto Velho;0,69;1,52;1,37;
RO;1100254;Presidente Médici;;;0,57;
